1,00000000000000;-4,55878955878184
1,30102999566398;-4,65679821530143
1,47712125471966;-4,69242164686571
1,60205999132796;-4,74956151095954
1,69897000433602;-4,83067007872931
1,77815125038364;-4,94246513121924
1,84509804001426;-5,07466492477020
1,90308998699194;-5,19045404464168
1,95424250943932;-5,29263550865412
2,00000000000000;-5,38409539686382
2,04139268515822;-5,46675948177891
2,07918124604762;-5,54228471393350
2,11394335230684;-5,61182640342687
2,14612803567824;-5,67620712210068
2,17609125905568;-5,73606294712719
2,20411998265593;-5,79204037008783
2,23044892137827;-5,84476404019231
2,25527250510331;-5,89441585829560
2,27875360095283;-5,94131301776406
2,30102999566398;-5,98585509141879
